ID_Atividade;Versão;ID_Projeto;Código_Projeto;Código_Projeto:Código_Projeto;Descrição_Atividade;Conclusão_Atividade;Gestor_Atividade;Data_Início;Data_Fim;Duração_Atividades;Documentos_Associados;Código_Projeto:ID;Código_Projeto:ID_Projeto;Tipo_Atividade;Modificado;Modificado por;Evento_IntervençãoCOM
;7.0;;13;PR/005/2022;Módulo 1 - Output 2 A - Lançamento do Relatório Building Trust to Reinforce Democracy;Sim;;13/07/2022;13/07/2022;0;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 1 - Output 2 B – Relatório sobre os fatores determinantes da confiança em Portugal: facilitar as decisões políticas e apoiar a sua implementação;Sim;;14/07/2022;23/01/2023;193;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 2 - Output 1 -  Policy brief;Sim;;19/07/2022;18/11/2022;122;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:39;João Pinto Dutra;False
;6.0;;13;PR/005/2022;Módulo 3 - Output 1 D -  Reunião Bilateral com a Finlândia;Sim;;16/09/2022;16/09/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 3 - Output 1 E -  Reunião Bilateral com a Alemanha;Sim;;23/09/2022;23/09/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 3 - Output 2 B - Workshop on Strategic Foresight For Societal Challenges;Sim;;20/10/2022;20/10/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:40;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 3 - Output 3 - Policy brief;Sim;;21/10/2022;27/01/2023;98;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:40;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 1 - Output 4 - Trust in Focus- Lessons from the OECD Trust Survey in Portugal;Sim;;28/10/2022;11/01/2023;75;0;13;Reflexão estratégica - OCDE;Atividade;12/10/2023 02:40;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 4 - Output 4 - Seminário de capacitação - Planeamento Estratégico, Coordenação Interministerial e Processos Participativos;Sim;;07/11/2022;07/11/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 1 - Output 3 - Seminário de capacitação - Políticas Públicas informadas por evdiências e confiança nas instituições públicas;Sim;;08/11/2022;09/11/2022;1;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 4 - Output 4 - Policy brief;Sim;;08/11/2022;31/03/2023;143;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:39;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 2 - Output 2 - Seminário de capacitação -  A institucionalização da Avaliação das Políticas Públicas em Portugal;Sim;;24/11/2022;24/11/2022;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Módulo 2 - Output 3 - Relatório final com um conjunto de recomendações chave para a institucionalização da avaliação de políticas públicas;Sim;;25/11/2022;16/01/2023;52;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Relatório final;Sim;;03/03/2023;31/03/2023;28;0;13;Reflexão estratégica - OCDE;Entregável;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Evento externo de Apresentação dos Principais Resultados do Projeto;Sim;;07/03/2023;07/03/2023;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:38;João Pinto Dutra;False
;7.0;;13;PR/005/2022;Evento interno de Encerramento do Projeto;Sim;;16/03/2023;16/03/2023;0;0;13;Reflexão estratégica - OCDE;Evento;12/10/2023 02:38;João Pinto Dutra;False
;4.0;;20;PR/001/2021;Relatórios intermédios;;;;;;;;;;;;
;"Não""";;03/11/2022;31/12/2023;423;0;20;AI4AI@EU;Entregável;12/10/2023 02:21;João Pinto Dutra;False;;;;;
;4.0;;20;PR/001/2021;Relatório de diagnóstico;;;;;;;;;;;;
;"Não""";;03/11/2022;28/02/2023;117;0;20;AI4AI@EU;Entregável;12/10/2023 02:20;João Pinto Dutra;False;;;;;
;3.0;;20;PR/001/2021;Relatório preparatório;;;;;;;;;;;;
;"Não""";;03/11/2022;28/02/2023;117;0;20;AI4AI@EU;Entregável;12/10/2023 02:21;João Pinto Dutra;False;;;;;
;3.0;;20;PR/001/2021;Relatório técnico de desenvolvimento;;;;;;;;;;;;
;"Não""";;03/11/2022;31/03/2023;148;0;20;AI4AI@EU;Entregável;12/10/2023 02:20;João Pinto Dutra;False;;;;;
;5.0;Plano de Avaliação para a ENCP;175;PR/009/2023;Etapa 1. Concurso para contratação de peritos para a elaboração da teoria da mudança da ECNP ;Não;;01/09/2023;31/12/2023;121;0;175;Plano de Avaliação para a ENCP;Atividade;21/08/2023 07:19;Catarina Cristino Pereira;False
;4.0;Plano de Avaliação para a ENCP;175;PR/009/2023;Etapa 2. Concepção do plano de avaliação da ENCP;Não;;01/09/2024;31/12/2024;121;0;175;Plano de Avaliação para a ENCP;Atividade;21/08/2023 07:13;Catarina Cristino Pereira;False
;5.0;Plano de Avaliação para a ENCP;175;PR/009/2023;Etapa 3. Discussão e apresentação da Teoria da Mudança da ENCP;Não;;01/09/2024;02/12/2023;%23Nome?;0;175;Plano de Avaliação para a ENCP;Atividade;21/08/2023 07:23;Catarina Cristino Pereira;False
;4.0;Plano de Avaliação para a ENCP;175;PR/009/2023;Etapa 4. Implementação dos pilotos com cidadãos no âmbito da monitorização e avaliação da ENCP;Não;;01/01/2024;02/12/2023;%23Nome?;0;175;Plano de Avaliação para a ENCP;Atividade;21/08/2023 07:17;Catarina Cristino Pereira;False
;6.0;Elaboração do manual de procedimentos;176;PR/010/2023;Levantamento de macroprocessos, processos e atividades das áreas;Sim;;08/05/2023;09/06/2023;32;0;176;Elaboração do manual de procedimentos;Atividade;12/10/2023 04:33;João Pinto Dutra;False
;6.0;;176;PR/010/2023;Desenho dos processos e elaboração de templates das áreas;Sim;;09/05/2023;16/06/2023;38;0;176;Elaboração do manual de procedimentos;Atividade;12/10/2023 04:33;João Pinto Dutra;False
;6.0;;176;PR/010/2023;Elaboração do manual de procedimentos;Sim;;09/05/2023;30/06/2023;52;0;176;Elaboração do manual de procedimentos;Entregável;12/10/2023 04:33;João Pinto Dutra;False
;4.0;PR/010/2023;176;PR/010/2023;Implementação dos procedimentos;Cancelado;;04/07/2023;31/10/2023;119;0;176;Elaboração do manual de procedimentos;Atividade;19/10/2023 02:36;Ana Lacerda Pinto;False
;5.0;;177;PR/086/2022;Matriz de alinhamento das medidas da estratégia com as medidas das GO;Sim;;18/01/2023;03/02/2023;16;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;12/10/2023 03:46;João Pinto Dutra;False
;6.0;;177;PR/086/2022;Apoio geral à elaboração do Plano de Ação 2022-2025;Sim;;18/01/2023;01/04/2023;73;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;26/09/2023 01:50;Rita Carrilho;False
;6.0;;177;PR/086/2022;Introdução da teoria da mudança no Planeamento, Monitorização e Avaliação da ENCP;Sim;;01/02/2023;01/03/2023;28;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;26/09/2023 01:50;Rita Carrilho;False
;6.0;;177;PR/086/2022;Coordenação/Dinamização da equipa multissetorial da RePlan;Cancelado;;01/04/2023;01/12/2023;244;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;21/06/2023 10:21;Ana Salvado;False
;7.0;;177;PR/086/2022;Introdução de Metodologias participativas com destinatários finais no contexto da Teoria da Mudança ;Não;;01/03/2023;26/10/2023;239;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Entregável;26/09/2023 01:51;Rita Carrilho;False
;5.0;;177;PR/086/2022;Agenda de investigação;Sim;;01/04/2023;30/09/2023;182;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;06/10/2023 01:35;Rita Carrilho;False
;6.0;;177;PR/086/2022;Produtos de comunicação - dashboard/infografia dos Indicadores Principais da ENCP;Sim;;01/02/2023;01/04/2023;59;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Entregável;21/06/2023 10:24;Ana Salvado;False
;5.0;;177;PR/086/2022;Apoio à criação da Ferramenta de Monitorização e Acompanhamento da Estratégia;Não;;01/01/2023;31/12/2023;364;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Entregável;21/06/2023 10:24;Ana Salvado;False
;6.0;;177;PR/086/2022;Apoio à identificação de indicadores de natureza tempestiva e localizados;Cancelado;;01/09/2023;31/12/2024;487;0;177;Apoio Técnico à Implementação da Estratégia Nacional de Combate à Pobreza;Atividade;26/09/2023 01:49;Rita Carrilho;False
;3.0;PR/031/2022;39;PR/031/2022;Recolha e tratamento de microdados dos Quadros de Pessoal para o estudo dos prémios salariais da educação;Não;;14/04/2023;01/11/2023;201;0;39;Estudos da dinâmica salarial e produtividade (dinâmica dos salários, quota do rendimento do trabalho, prémios salariais, relação salários reais e produtividade);Atividade;12/10/2023 03:57;João Pinto Dutra;False
;4.0;PR/030/2022;38;PR/030/2022;"Elaboração da Nota de Análise ""A produtividade das empresas em Portugal - Determinantes intrínsecas e de contexto""";Sim;;15/07/2022;05/04/2023;264;0;38;Estudos sobre a produtividade das empresas, cadeias de valor e empreendedorismo;Atividade;18/10/2023 03:29;Pedro Mazeda Gil;False
;3.0;PR/076/2022;113;PR/076/2022;Contributo para o Capítulo 1 para o Guião da Repogramação do PRR nacional;Sim;;21/04/2023;29/04/2023;8;0;113;Apoio à reprogramção do PRR nacional;Entregável;07/09/2023 11:19;Pedro Mazeda Gil;False
;4.0;PR/085/2022;124;PR/085/2022;Preparação para GO e PNR 2024;Não;;19/05/2023;31/12/2023;226;0;124;GO-PNR;Atividade;12/10/2023 04:31;João Pinto Dutra;False
;4.0;PR/082/2022;121;PR/082/2022;"Criação e impressão de material didático ""guião de participante""";Sim;;01/02/2023;01/05/2023;89;0;121;Workshops Ciência e Política Pública;Entregável;12/10/2023 04:30;João Pinto Dutra;False
99900979;15.0;Projeto Dummy_Teste Formação;186;PR/999/7777;Atividade 10: finalizar o projeto;Não;;25/05/2023;04/06/2023;10;0;186;Projeto Dummy_Teste Formação;Atividade;20/09/2023 06:11;João Pinto Dutra;False
;9.0;Projeto Dummy_Teste Formação;186;PR/999/7777;Atividade 2;Sim;;07/09/2023;08/09/2023;1;0;186;Projeto Dummy_Teste Formação;Marco;18/08/2023 07:07;João Pinto Dutra;False
;6.0;PR/999/9999;186;PR/999/7777;Atividade 4;Sim;;06/12/2023;07/12/2023;1;0;186;Projeto Dummy_Teste Formação;Marco;18/08/2023 07:07;João Pinto Dutra;False
;2.0;;116;PR/079/2022;Procedimento aquisitivo;Não;;01/06/2023;31/08/2023;91;0;116;Sistema de Gestão Documental;Atividade;12/10/2023 04:29;João Pinto Dutra;False
;3.0;;124;PR/085/2022;Elaboração de documentos públicos de literacia (Síntese das GO e do PNR 2023, publicação sobre Fundos Europeus);Sim;;17/04/2023;31/08/2023;136;0;124;GO-PNR;Atividade;19/10/2023 01:44;Francisco Furtado;False
;2.0;;131;PR/005/2023;Grupos focais com entidades da AP ;Sim;;01/04/2023;31/05/2023;60;0;131;Disseminar a Avaliação de PP;Atividade;21/08/2023 07:01;Catarina Cristino Pereira;False
;3.0;;189;PR/007/2023;"Sessões de desenho de projeto						";;;;;;;;;;;;
;"Sim""";;30/01/2023;20/02/2023;21;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Entregável;26/09/2023 01:46;Rita Carrilho;False;;;;;
;3.0;;189;PR/007/2023;"Benchmarking - estudo para identificação de boas práticas						";;;;;;;;;;;;
;"Sim""";;24/02/2023;30/06/2023;126;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Entregável;26/09/2023 01:46;Rita Carrilho;False;;;;;
;4.0;;189;PR/007/2023;"Diálogos de partilha com organismos da AP e academia						";;;;;;;;;;;;
;"Não""";;01/04/2023;31/12/2023;274;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Evento;26/09/2023 01:44;Rita Carrilho;False;;;;;
;3.0;;189;PR/007/2023;"Elaboração de Guia sobre Monitorização Estrategica e Transversal						";;;;;;;;;;;;
;"Não""";;01/09/2023;31/12/2024;487;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Entregável;26/09/2023 01:45;Rita Carrilho;False;;;;;
;2.0;;189;PR/007/2023;"Seminário sobre monitorização						";;;;;;;;;;;;
;"Não""";;01/06/2023;30/06/2023;29;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Evento;12/10/2023 02:54;João Pinto Dutra;False;;;;;
;4.0;;189;PR/007/2023;"Lançamento de rede de monitorização na AP (comunidade de prática e partilha)						";;;;;;;;;;;;
;"Não""";;02/11/2023;31/12/2024;425;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Atividade;26/09/2023 01:49;Rita Carrilho;False;;;;;
;2.0;;189;PR/007/2023;"Guia prático-sessões de formação						";;;;;;;;;;;;
;"Não""";;26/09/2023;31/12/2024;462;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Entregável;26/09/2023 01:48;Rita Carrilho;False;;;;;
;4.0;;50;PR/001/2023;Definição dos temas a concurso em colaboração com as equipas multidisciplinares do PlanAPP;Sim;;03/04/2023;31/07/2023;119;0;50;Linha de Projetos Anuais de Ciência para a Política Pública;Entregável;26/09/2023 08:20;Susana Sobral;False
;1.0;;189;PR/007/2023;Diálogos de Partilha - Roteiro sobre os desafios da Monitorização de Políticas Públicas - oficinas colaborativas;Não;;19/09/2023;07/11/2023;49;0;189;Ferramentas e guias metodológicos de monitorização estratégica;Atividade;17/07/2023 09:40;Rita Carrilho;False
;2.0;;27;PR/021/2022;Entrega do pedido de projeto do centro de conhecimento de políticas públicas;Sim;;01/04/2023;30/06/2023;90;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Entregável;18/07/2023 02:19;Hugo Moreira;False
;1.0;;27;PR/021/2022;Entrega do caso de negócio do projeto do centro de conhecimento de polítcias públicas;Não;;01/07/2023;15/10/2023;106;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Entregável;18/07/2023 02:14;Hugo Moreira;False
;2.0;;27;PR/021/2022;Entrega do termo de abertura do projeto do centro de conhecimento de políticas públicas;Não;;15/10/2023;31/12/2023;77;0;27;Benchmarking de bibliotecas e apresentação de projeto de centro de recursos do PlanAPP;Marco;12/10/2023 03:39;João Pinto Dutra;False
;4.0;;186;PR/999/7777;Atividade 3;Não;;17/08/2023;15/12/2023;120;0;186;Projeto Dummy_Teste Formação;Atividade;18/08/2023 07:05;João Pinto Dutra;True
;9.0;;186;PR/999/7777;Atividade 1: construção da app de gestão de projetos;Não;;22/05/2023;10/05/2024;354;0;186;Projeto Dummy_Teste Formação;Atividade;20/09/2023 06:12;João Pinto Dutra;False
;4.0;;192;PR/018/2023;Newsletter externa: Fazer benchmarking com outras entidades;Sim;;01/01/2023;08/02/2023;38;0;192;Melhoria da comunicação externa ;Marco;27/10/2023 07:32;João Pinto Dutra;True
;5.0;;192;PR/018/2023;Newsletter externa: Contratação da E-goi;Sim;;01/01/2023;08/02/2023;38;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:33;João Pinto Dutra;True
;7.0;;192;PR/018/2023;Newsletter externa: Definir a estrutura;Não;;01/01/2023;08/02/2023;38;0;192;Melhoria da comunicação externa ;Entregável;27/10/2023 07:33;João Pinto Dutra;True
;7.0;;192;PR/018/2023;Newsletter externa: Definição do fluxo de trabalho;Não;;01/01/2023;08/02/2023;38;0;192;Melhoria da comunicação externa ;Entregável;27/10/2023 07:33;João Pinto Dutra;True
;4.0;;192;PR/018/2023;Newsletter externa: Testes;Não;;01/01/2023;08/02/2023;38;0;192;Melhoria da comunicação externa ;Entregável;27/10/2023 07:33;João Pinto Dutra;True
;2.0;;186;PR/999/7777;atividade 6;Não;;24/08/2023;03/09/2023;10;0;186;Projeto Dummy_Teste Formação;Atividade;24/08/2023 08:22;João Pinto Dutra;True
;1.0;;186;PR/999/7777;ativdade 7: construir ponte entre dois pontos no rio tejo;Não;;17/08/2023;26/08/2023;9;0;186;Projeto Dummy_Teste Formação;Atividade;24/08/2023 08:29;João Pinto Dutra;True
;3.0;;180;PR/011/2023;Assinatura do contrato (CEXC/1597/2023) pelo diretor do PlanAPP;Sim;;25/08/2023;25/08/2023;0;0;180;Matriz de análise do impacto das políticas públicas sobre as desigualdades;Marco;18/09/2023 07:38;Sérgio Faria;True
;2.0;;180;PR/011/2023;1.ª reunião com CoLABOR;Sim;;07/09/2023;07/09/2023;0;0;180;Matriz de análise do impacto das políticas públicas sobre as desigualdades;Atividade;18/09/2023 06:26;Sérgio Faria;True
;1.0;;186;PR/999/7777;atividade 8;Não;;13/10/2023;24/11/2023;42;0;186;Projeto Dummy_Teste Formação;Atividade;18/09/2023 07:56;João Pinto Dutra;True
;2.0;;186;PR/999/7777;atividade 11: novo fim evento de confraternização;Sim;;28/09/2023;18/01/2024;112;0;186;Projeto Dummy_Teste Formação;Marco;19/10/2023 01:41;João Pinto Dutra;False
;3.0;;32;PR/002/2021;Desenvolvimento da proposta inicial;Sim;;02/11/2021;06/11/2021;4;0;32;Implementação da Intranet;Atividade;29/09/2023 09:18;Sabina Pereira;False
;2.0;;32;PR/002/2021;Criação da Intranet na aplicação Sharepoint do Office 365;Sim;;06/11/2021;06/11/2021;0;0;32;Implementação da Intranet;Entregável;29/09/2023 09:18;Sabina Pereira;False
;2.0;;32;PR/002/2021;Recolha e desenvolvimento dos primeiro conteúdos a publicar e melhoria do design;Sim;;06/11/2021;28/11/2021;22;0;32;Implementação da Intranet;Atividade;29/09/2023 09:19;Sabina Pereira;False
;2.0;;32;PR/002/2021;Lançamento da Intranet para a Coordenação;Sim;;29/11/2021;29/11/2021;0;0;32;Implementação da Intranet;Entregável;29/09/2023 09:18;Sabina Pereira;False
;2.0;;32;PR/002/2021;Incorporação da primeiras sugestões por parte da Coordenação;Sim;;29/11/2021;05/12/2021;6;0;32;Implementação da Intranet;Atividade;29/09/2023 09:18;Sabina Pereira;False
;2.0;;32;PR/002/2021;Lançamento da Intranet para todos os Planappers;Sim;;06/12/2021;06/12/2021;0;0;32;Implementação da Intranet;Marco;29/09/2023 09:18;Sabina Pereira;False
;2.0;;32;PR/002/2021;Desenvolvimento contínuo de conteúdos;;;;;;;;;;;;
;2.0;;32;PR/002/2021;Reestruturação da organização a apresentação dos conteúdos;Sim;;30/03/2021;30/03/2022;365;0;32;Implementação da Intranet;Entregável;29/09/2023 09:19;Sabina Pereira;False
;8.0;;197;PR/020/2023;Elaboração de proposta da estratégia de reativação do canal YouTube;Sim;;17/08/2022;08/09/2023;387;0;197;Reativação do canal YouTube do PlanAPP;Atividade;02/10/2023 08:42;Sabina Pereira;False
;5.0;;197;PR/020/2023;Definição de um plano de ação;Sim;;08/09/2022;21/09/2023;378;0;197;Reativação do canal YouTube do PlanAPP;Atividade;02/10/2023 08:42;Sabina Pereira;False
;5.0;;197;PR/020/2023;Preparação de conteúdos gráficos para renovação da imagem do canal;Sim;;05/09/2022;08/09/2023;368;0;197;Reativação do canal YouTube do PlanAPP;Atividade;02/10/2023 08:43;Sabina Pereira;False
;5.0;;197;PR/020/2023;Início da atividade na Comunidade no canal YouTube, com publicações;Sim;;23/09/2022;23/09/2023;365;0;197;Reativação do canal YouTube do PlanAPP;Entregável;02/10/2023 08:43;Sabina Pereira;False
;2.0;;194;PR/019/2023;Desenho do modelo;Sim;;29/05/2023;30/06/2023;32;0;194;Modelo de gestão de eventos;Marco;02/10/2023 07:13;Eduardo Conceição;False
;2.0;;194;PR/019/2023;Apresentação da solução;Sim;;03/07/2023;29/08/2023;57;0;194;Modelo de gestão de eventos;Marco;02/10/2023 07:13;Eduardo Conceição;False
;2.0;;194;PR/019/2023;Elaboração do relatório;Sim;;20/06/2023;13/07/2023;23;0;194;Modelo de gestão de eventos;Marco;02/10/2023 07:13;Eduardo Conceição;False
;2.0;;194;PR/019/2023;Desenho de sítio com produção de conteúdos.;Sim;;04/07/2023;18/08/2023;45;0;194;Modelo de gestão de eventos;Marco;02/10/2023 07:13;Eduardo Conceição;False
;2.0;;194;PR/019/2023;Desenvolvimento de automatismos no Teams em parceria com João Dutra.;Sim;;10/07/2023;31/07/2023;21;0;194;Modelo de gestão de eventos;Atividade;02/10/2023 07:16;Eduardo Conceição;False
;2.0;;197;PR/020/2023;Edição dos primeiro vídeos a publicar na reativação do canal;Sim;;05/09/2023;27/09/2023;22;0;197;Reativação do canal YouTube do PlanAPP;Atividade;02/10/2023 08:46;Sabina Pereira;False
;2.0;;197;PR/020/2023;Publicação do primeiro vídeo escolhido para a reativação do canal;Sim;;05/10/2023;05/10/2023;0;0;197;Reativação do canal YouTube do PlanAPP;Marco;11/10/2023 06:43;Sabina Pereira;False
;1.0;;198;PR/021/2023;Revisão de literatura e definição de objetivos e metodologia;Não;;01/07/2023;30/09/2023;91;0;198;Estudo sobre os fatores de satisfação/insatisfação de profissionais de saúde (setores público e privado) e fatores de retenção/abandono do Serviço Nacional de Saúde;Atividade;19/10/2023 06:49;Manuel Abrantes;False
;1.0;;198;PR/021/2023;Aquisição de serviços de consultoria em matéria de I&D para desenvolvimento de estudo;Não;;01/10/2023;31/12/2023;91;0;198;Estudo sobre os fatores de satisfação/insatisfação de profissionais de saúde (setores público e privado) e fatores de retenção/abandono do Serviço Nacional de Saúde;Atividade;19/10/2023 06:50;Manuel Abrantes;False
;1.0;;198;PR/021/2023;Acompanhamento das atividades do estudo e verificação dos seus entregáveis;Não;;01/01/2024;31/12/2024;365;0;198;Estudo sobre os fatores de satisfação/insatisfação de profissionais de saúde (setores público e privado) e fatores de retenção/abandono do Serviço Nacional de Saúde;Atividade;19/10/2023 06:51;Manuel Abrantes;False
;1.0;;182;PR/013/2023;Medidas anteriores ao OE 2024: PART;;;;;;;;;;;;
;1.0;;182;PR/013/2023;Medidas OE 2024;Não;;16/10/2023;15/11/2023;30;0;182;Modelização de políticas no EUROMOD para análise das desigualdades;Atividade;27/10/2023 03:21;Gonçalo Marçal;False
;1.0;;182;PR/013/2023;Outras medidas;Não;;16/11/2023;31/12/2025;776;0;182;Modelização de políticas no EUROMOD para análise das desigualdades;Atividade;27/10/2023 03:25;Gonçalo Marçal;False
;1.0;;6;PR/006/2022;Apresentação do Relatório de Comércio Inter-regional;Sim;;03/07/2023;03/07/2023;0;0;6;Ferramenta de Análise de impactos económicos à escala regional;Evento;27/10/2023 06:37;Gonçalo Marçal;False
;2.0;;6;PR/006/2022;Apresentação preliminar das componentes do PReMMIA e das suas funcionalidades;Sim;;23/06/2023;23/06/2023;0;0;6;Ferramenta de Análise de impactos económicos à escala regional;Evento;27/10/2023 07:53;Gonçalo Marçal;False
;1.0;;6;PR/006/2022;Desenvolvimento do PReMMIA - Portuguese Regional Model for Multi Impact Analysis;Não;;03/04/2023;29/12/2023;270;0;6;Ferramenta de Análise de impactos económicos à escala regional;Atividade;27/10/2023 07:19;Gonçalo Marçal;False
;3.0;;192;PR/018/2023;Reestruturação do website: Criar a área para lista de estudos de avaliação;Não;;01/01/2023;20/02/2023;50;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:34;João Pinto Dutra;False
;1.0;;192;PR/018/2023;Reestruturação do website: Criar da área da newsletter;Não;;01/01/2023;20/02/2023;50;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:34;João Pinto Dutra;False
;1.0;;192;PR/018/2023;Reestruturação do website: Reestruturação da homepage do website;Não;;01/01/2023;20/02/2023;50;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:35;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Reestruturação do website: Reestruturar a área das atividades/projetos;Não;;01/01/2023;20/02/2023;50;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:36;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Reestrutuação do website: Criar a área dos Recursos Humanos;Não;;01/01/2023;20/02/2023;50;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:36;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Reestruturação do website: conteúdo do site atualizado e revisto;Não;;01/05/2023;01/05/2023;0;0;192;Melhoria da comunicação externa ;Marco;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Conceber o modelo de leitura rápida e desenvolver o layout;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Conceber o modelo de vídeos animados e objetivos a atingir;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Produzir o modelo de infografias e objetivos a atingir;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Testar o modelo com o relatório do cash-rebate em colaboração com a UTA;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Contratar prestação de serviço em vídeos;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Contratar prestação de serviço em infografias;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Validar o modelo junto da Direção;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Definir o plano de trabalhos com a agência;Não;;01/01/2023;01/01/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Aprovação do primeiro guião de vídeo;Não;;01/12/2023;01/12/2023;0;0;192;Melhoria da comunicação externa ;Marco;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Lançamento do primeiro vídeo;Não;;31/12/2023;31/12/2023;0;0;192;Melhoria da comunicação externa ;Marco;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Novos conteúdos: Aprovaçãp do modelo de produção de infografias;Não;;01/11/2023;01/11/2023;0;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;"Canal do youtube: Redefinir a apresentação da página e criar conteúdos da comunidade e canal de ""shorts""";Sim;;01/08/2023;31/08/2023;30;0;192;Melhoria da comunicação externa ;Atividade;27/10/2023 07:44;João Pinto Dutra;False
;2.0;;192;PR/018/2023;Canal do youtube: Preparar os conteúdos : vídeos de eventos públicos;;;;;;;;;;;;
